COD_ACCIDE;FechaDelAccidente;HoraDelAccidente;ClaseDelAccidente;SecuenciaAccidente;CantidadDeFallecidos;CantidadDeLesionados;Direccion;LugarReferencia;y;x;CondClimatica;CausaFactorPrincipal;CausaEspecifica;OtraCausa;Observaciones
A-2021-01-260;04/01/2021;01:35;ATROPELLO;VOLCADURA;1;0;FRONTIS MZ. E LT. 13 CLLE 1 VIRGEN DEL CARMEN  HUAYCAN;-;-12.02601026;-76.91912179578782;DESPEJADO;IMPRUDENCIA DEL CONDUCTOR;OTRO (IMPRUDENCIA DEL CONDUCTOR);;
A-2021-01-262;06/01/2021;20:40;CHOQUE;-;2;0;AV. LOS FAISANES CDRA 8;-;-12.173039;-76.995706;DESPEJADO;IMPRUDENCIA DEL CONDUCTOR;CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN;;
A-2021-01-264;09/01/2021;10:00;DESPISTE;CHOQUE;1;0;AV. CANTA BELLO ALT. CDRA 1;-;-11.980617;-77.012747;DESPEJADO;NEGLIGENCIA DEL CONDUCTOR;OTRO (NEGLIGENCIA DEL CONDUCTOR);;
A-2021-01-265;11/01/2021;09:20;DESPISTE;CHOQUE;1;0;AV. 7 DE JUNIO CON NUEVA ESPERANZA;-;-12.1622;-76.943612;DESPEJADO;NO IDENTIFICA LA CAUSA;;;
A-2021-01-266;14/01/2021;06:00;ATROPELLO;-;1;0;AV. METROPOLITANA ALT. PUERTA 5;-;-12.0436;-76.971412;DESPEJADO;IMPRUDENCIA DEL CONDUCTOR;EXCESO DE VELOCIDAD;;
A-2021-01-267;14/01/2021;01:10;VOLCADURA;CAIDA Y ATROPELLO;1;0;AV. LOS OLIVOS CON ANTIGUA CARRETERA PANAMERICA SUR KM. ;-;-12.252695;-76.898016;DESPEJADO;IMPRUDENCIA DEL CONDUCTOR;CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN;;
A-2021-01-268;28/01/2021;16:30;CHOQUE;FRONTAL EXCENTRICO IZQUIERDO, SEGUIDO DE DESPISTE CON SUBSECUENTE INCENDIO;1;4;CARRETERA PANAMERICANA PIURA - CHICLAYO;KM 952 259;-5.573981;-80.580521;DESPEJADO;IMPRUDENCIA DEL CONDUCTOR;INVASIÓN DE CARRIL;;
A-2021-01-269;16/01/2021;18:30;DESPISTE;VOLCADURA ;1;1;AV. TUPAC AMARU KM. 10;-;-11.9575;-77.049211;DESPEJADO;NO IDENTIFICA LA CAUSA;;;
A-2021-01-27;04/01/2021;04:00;ATROPELLO FUGA;;1;0;CARRETERA HUANCABAMBA - CASERIO LACCHAN.;ALTURA DEL KM 5   354;-5.334099525;-79.44716669304513;DESPEJADO;IMPRUDENCIA DEL CONDUCTOR;OTRO (IMPRUDENCIA DEL CONDUCTOR);FALTA DE CUIDADO Y PREVENCION;NEGLIGENCIA DEL PEATON (FALTA DE CUIDADO Y PREVENCION)
A-2021-01-270;19/01/2021;09:30;CHOQUE;DESPISTE;1;4;JR. LOS CANARIOS CON AV. LOS TUCANES;-;-12.017421;-76.946914;DESPEJADO;IMPRUDENCIA DEL CONDUCTOR;OTRO (IMPRUDENCIA DEL CONDUCTOR);;
A-2021-01-271;23/01/2021;13:00;ATROPELLO;-;1;0;AV. CARLOS IZAGUIRRE MZ. E LT. 5;-;-11.991702;-77.070611;DESPEJADO;IMPRUDENCIA DEL CONDUCTOR;EXCESO DE VELOCIDAD;;
A-2021-01-272;23/01/2021;17:35;ATROPELLO;-;1;0;CARRETERA PANAMERICANA NORTE KM. 26.600;-;-11.897187;-77.067866;DESPEJADO;NO IDENTIFICA LA CAUSA;;;
A-2021-01-273;25/01/2021;08:00;ATROPELLO FUGA;-;1;0;AV. CANTA CALLAO MZ. A LT. 11;-;-11.9815573;-77.096882;DESPEJADO;IMPRUDENCIA DEL PEATÓN;OTRO (IMPRUDENCIA DEL PEATÓN);;
A-2021-01-274;25/01/2021;11:30;CHOQUE;-;1;1;AV. SALVADOR CON AV. SAN MARTIN;-;-12.163841;-76.952571;DESPEJADO;NEGLIGENCIA DEL CONDUCTOR;OTRO (NEGLIGENCIA DEL CONDUCTOR);;
A-2021-01-277;31/01/2021;21:20;CHOQUE;CON SUBSECUENTE MUERTE, LESIONADOS Y DAÑOS MATERIALES;1;3;CARRETERA SELVA NORTE KM. 503;A 1 KM. DEL DISTRITO DE ANDA;-9.052429849;-76.07697428021588;DESPEJADO;IMPRUDENCIA DEL CONDUCTOR;EXCESO DE VELOCIDAD;;NINGUNA
A-2021-01-278;30/01/2021;13:20;DESPISTE;DESPISTE VOLCADURA CON SUB SECUENTE MUERTE;1;0;KILOMETRO 18 VIA DE PENETRACION AREQUIPA;ZON CONOCIDA COMO EL ALTO;-16.447971;-71.696988;SOLEADO;IMPRUDENCIA DEL CONDUCTOR;OTRO (IMPRUDENCIA DEL CONDUCTOR);DESPLAZAR SU VEHÍCULO SIN CUIDADO Y PREVENCIÓN;EN EL ACCIDENTE DE TRANSITO OCURRIO EN CIRCUNSTANCIAS QUE LA UT1 SE DESPLAZABA POR LA VIA A LA ALTURA DEL KM 18 VIA DE PENETARCION A AREQUIPA, DONDE SE DESPISTA POSTERIORMENTE SE VUELCA Y SUFRE LESIONES GRAVAES LA OCUPANTE Y ES AUXILIADO HACIA EL CENTRO DE SALUD DONDE FALLECE.
A-2021-01-279;27/01/2021;16:00;CHOQUE;-;1;0;CARRETERA PANAMERICAN NORTE KM. 746 300;PUENTE UCUPE;-6.985744;-79.629806;DESPEJADO;NO IDENTIFICA LA CAUSA;;;
A-2021-01-282;28/01/2021;05:00;CHOQUE FUGA;-;1;1;CARRETERA PANAMERICANA NORTE KM. 22.600;-;-11.932369;-77.072179;DESPEJADO;IMPRUDENCIA DEL CONDUCTOR;OTRO (IMPRUDENCIA DEL CONDUCTOR);;
A-2021-01-283;18/01/2021;12:15;ESPECIAL;ARRASTE Y VOLCADURA  DE TONEL ;1;3;JR. 28 DE JULIO ;CRUCE RIO CHICHANACO;-14.32053079;-69.46549582332315;LLUVIOSO;INFRAESTRUCTURA Y ENTORNO VIAL;FACTOR AMBIENTAL;;EL CONDICIONAL DEL FACTOR CLIMATOLOGICO EN LA ZONA DEL EVENTO QUE HIZO PERDER EL CONTROL FÍSICO DEL VEHÍCULO 
A-2021-01-284;28/01/2021;17:20;CHOQUE;VOLCADURA Y CAIDA;1;0;AV. SANCHEZ CERRO CON CALLE LOS SAUCES;-;-11.89;-77.02691153;DESPEJADO;NO IDENTIFICA LA CAUSA;;;
A-2021-01-285;30/01/2021;05:00;ATROPELLO;MUERTE Y DAÑOS MATERIALES;1;0;CASERIO SHIRACMACA;-;-7.818645;-78.019036;DESPEJADO;NO IDENTIFICA LA CAUSA;;;
A-2021-01-287;23/01/2021;07:00;CHOQUE;SEGUIDO DE DESPISTE;1;2;KM 121 400;-;-14.9045924;-69.7541340962868;LLUVIOSO;IMPRUDENCIA DEL CONDUCTOR;CONDUCIR EN SENTIDO CONTRARIO;;EL CONDUCTOR DE LA UT1 AL CONDUCIR SU UNIDAD A UNA VELOCIDAD EN ACELERACION, LA CUAL RESULTO INCOMPATIBLE PARA LAS CIRCUNSTANCIAS 
A-2021-01-288;29/01/2021;10:14;CHOQUE;DESPISTE VOLCADURA Y CAIDA;1;0;CA. ORTIGAS CDRA. 01 Y AV. JARDINES OESTE CDRA 01;-;-12.02939938;-77.01008051633836;DESPEJADO;IMPRUDENCIA DEL CONDUCTOR;OTRO (IMPRUDENCIA DEL CONDUCTOR);;
A-2021-01-29;05/01/2021;17:00;ATROPELLO;FATAL;1;0;RED VIAL NAZCA-CUSCO KM 297-200;COMUNIDAD DE IZCAHUACA;-14.51889722;-73.2761202903143;DESPEJADO;IMPRUDENCIA DEL PEATÓN;OTRO (IMPRUDENCIA DEL PEATÓN);MENOR DE EDAD SIN CUIDADO DE PERSONA ADULTA;"ACTA DE INTERVENCIÓN POLICIAL ---EN EL KM. 297   200 DE LA RED VIAL NAZCA Ñ CUSCO; SIENDO LAS 17:50 HORAS DEL DÍA 05 DE ENERO DEL 2021 PRESENTE EL INSTRUCTOR Y LA PERSONA DE JOSEPT CHACON GUILLEN (29), NATURAL DE CUSCO, SOLTERO, CONDUCTOR, DNI N°. 47870501, CON DOMICILIO ACTUAL AV. NUÑEZ 1023 Ñ ABANCAY Ñ APURÍMAC, CEL. 929696658; DONDE SE PROCEDE A REDACTAR LA PRESENTE DILIGENCIA CONFORME AL SIGUIENTE DETALLE: PRIMERO: A MÉRITO DE UNA LLAMADA TELEFÓNICA DE PARTE DEL NÚMERO 924641391, SE TOMA CONOCIMIENTO DE UN POSIBLE ACCIDENTE DE TRÁNSITO (ATROPELLO); EN LA COMUNIDAD DE ISCAHUACA DEL DISTRITO DE COTARUSE, MOTIVO POR EL CUAL PERSONAL POLICIAL DE LA COMISARIA PNP COTARUSE A BORDO DEL VEHÍCULO POLICIAL DE PLACA DE RODAJE CO-8576 SE CONSTITUYERON AL LUGAR DE LOS HECHOS DE MANERA< INMEDIATA PARA REALIZAR LA DILIGENCIA CORRESPONDIENTE. SEGUNDO: INSITO SE OBSERVA UN VEHÍCULO MAYOR ESTACIONADO AL COSTADO LADO DERECHO DE LA VÍA PANAMERICANA NAZCA Ñ CUSCO, EN SENTIDO CHALHUANCA Ñ PUQUIO, DE PLACA DE RODAJE ARN-860, CATEGORÍA N3, MARCA HINO, MODELO FG, COLOR BLANCO CELESTE, AÑO 2016, A UNOS 15 METROS APROX., DEL VEHÍCULO ESTACIONADO HACIA DELANTE A UNOS 30 CM APROX., DE LA LÍNEA CONTINUA DE COLOR AMARILLO SE APRECIA UNA MANCHA DE COLOR NEGRO DE UNOS 30 CM DE LARGO POR 10 CM DE ANCHO APROX., AL PARECER FRENADA Y JUNTO A ESA MACHA NEGRA SE APRECIA OTRA MANCHA DE COLOR ROJIZO AL PARECER SANGRE DE UNOS 40 CM DE LARGO POR 15 CM DE ANCHO APROX., ASÍ MISMO SE APRECIA QUE EL VEHÍCULO LLEVA UN CARGAMENTO DE FRUTAS (PAPAYA) Y QUE SE ENCUENTRA CON CINTAS DE SEGURIDAD; LA VÍA ES RECTA CON LÍNEA CONTINUA Y A LOS COSTADOS DE LA VÍA SE APRECIA VIVIENDAS. TERCERO: LA PERSONA DE JOSEPH CHACON GUILLEN (24), INDICA QUE A UNOS 50 METROS APROX., VISUALIZA A LA MENOR AGRAVIADA JUGANDO CON UN APERSONA AL BORDE DE LA BERMA DE LA VÍA; Y CUANDO YA SE ENCONTRABA CERCA DONDE SE SUSCITÓ EL HECHO LA MENOR DE UN MOMENTO A OTRO SE METIÓ EN LA VÍA QUERIENDO PASAR DE FORMA INTEMPESTIVAMENTE LE ATRAVESÓ EN SU CARRIL, LO CUAL MOTIVO QUE REALIZARA UNA MANIOBRA EVASIVA DOBLANDO EL TIMÓN HACIA EL CARRIL IZQUIERDO PARA EVITAR EL ATROPELLO; MANIOBRA QUE NO FUE EFICAZ TODA VEZ LOGRO IMPACTAR CON LA AGRAVIADA; EN ESO EL CONDUCTOR BAJA DEL VEHÍCULO Y BRINDA LOS PRIMEROS AUXILIOS A LA AGRAVIADA. CUARTO: EL VEHÍCULO ANTES DESCRITO NO PRESENTA DAÑOS MATERIALES; FACTOR CLIMATOLÓGICO AL MOMENTO DE LA INTERVENCIÓN SE ENCUENTRA NUBLADO EL CIELO; SE ADJUNTA LOS SIGUIENTES DOCUMENTOS COMO UNA (01) TARJETA DE IDENTIFICACIÓN VEHICULAR, UN (01) CERTIFICADO DE INSPECCIÓN TÉCNICO VEHICULAR, UNA (01) LLAVE DE CONTACTO, UNA (01) LICENCIA DE CONDUCIR, EL CHOFER JOSEPH CHACON GUILLEN INDICA QUE EL SOAT DE DICHO VEHÍCULO SE LO LLEVARON JUNTO CON LA AGRAVIADA PARA LA ATENCIÓN. QUINTO: LA AGRAVIADA LUCI ADALY ANCCO LLACTA (03) CON DNI N°. 40170029, FUE ATENDIDA EN EL PUESTO DE SALUD DE LA COMUNIDAD DE ISCAHUACA POR LA OBSTETRA KAREN ZEVALLOS SALAZAR CON COP. 374222 QUIEN DIAGNOSTICO POLITRAUMATISMO CON FRACTURA EXPUESTA EN PIE IZQUIERDO Y ASÍ MISMO LA MENOR AGRAVIADA FUE EVACUADO AL HOSPITAL DE CHALHUANCA; EL CONDUCTOR JUNTAMENTE CON EL VEHÍCULO DE PLACA DE RODAJE ARN-860, FUERON CONDUCIDOS A LA COMISARIA PNP COTARUSE PARA LAS DILIGENCIAS SEGÚN LEY, SE DIO CUENTA DEL HECHO AL FISCAL DE TURNO DE LA PROVINCIA DE AYMARAES. SIENDO LAS 19:10 HORAS DEL MISMO DÍA SE DA POR CULMINADO, LA PRESENTE DILIGENCIA FIRMANDO A CONTINUACIÓN EN SEÑAL DE CONFORMIDAD LOS PRESENTES"
A-2021-01-290;29/01/2021;17:40;DESPISTE;VOLCADURA;1;5;CARRETERA CASMA-HUARAZ KM 114 900;PUNTA CALLAN;-9.5553723;-77.6120294;LLUVIOSO;IMPRUDENCIA DEL CONDUCTOR;EXCESO DE VELOCIDAD;;
A-2021-01-291;30/01/2021;13:00;DESPISTE;VOLCADURA;1;1;C.P SUNCHUBAMBA;-;-7.466563;-78.496466;DESPEJADO;IMPRUDENCIA DEL CONDUCTOR;FATIGA Y/O CANSANCIO;;
A-2021-01-292;29/01/2021;11:10;CHOQUE;-;4;0;KM 254 500;JULIACA-AREQUIPA;-15.6609065;-70.4690692;SOLEADO;IMPRUDENCIA DEL CONDUCTOR;EXCESO DE VELOCIDAD;;AL CIRCULAR SIN PERCATARSE DE LOS PELIGROS EXISTENTES 
A-2021-01-293;30/01/2021;05:30;CHOQUE;VOLCADURA;1;1;KM 586 SECTOR SAN JUAN ;DISTRITO DE SHANAO;-6.393684;-76.628262;DESPEJADO;IMPRUDENCIA DEL CONDUCTOR;EXCESO DE VELOCIDAD;;NINGUNA
A-2021-01-295;30/01/2021;17:45;DESPISTE;CHOQUE;1;0;AV. JOSE MATIAS MANZANILLA ;ANTES DE LA LOZA DEPORTIVA DEL SIETE;-14.161648;-75.689689;DESPEJADO;IMPRUDENCIA DEL CONDUCTOR;EXCESO DE VELOCIDAD;;
A-2021-01-297;11/01/2021;07:00;ATROPELLO;OCURRIDO EN LA CARRETERA ESPINAR- PALLPATA ;1;0;SECTOR OCCORURO- ESPINAR;-;-14.97200211;-71.1823097310146;NUBLADO;NO IDENTIFICA LA CAUSA;;;
A-2021-01-298;30/01/2021;11:00;CHOQUE;CHOQUE FRONTAL;1;0;SECTOR PADRECHAYOC;-;-13.203964;-72.297491;NUBLADO;NO IDENTIFICA LA CAUSA;;;
A-2021-01-301;23/01/2021;06:00;CHOQUE FUGA;;1;1;CARRETERA CENTRAL - MARGEN IZQUIERDA ALTURA DEL KM.101 200;------------;-11.9108847;-75.3279751;LLUVIOSO;;;;
A-2021-01-305;31/01/2021;19:30;CHOQUE;VOLCADURA Y CAIDA;1;1;CARRETERA CHULUCANAS - CASERIO BATANES. ALTURA DE LA LOMA DEL MACANCHE KM 047.;COLEGIO SECUNDARIA BATANES;-5.13616;-80.115052;DESPEJADO;IMPRUDENCIA DEL CONDUCTOR;CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN;;
A-2021-01-306;30/01/2021;23:50;CHOQUE;-;2;1;VIA DE EVITAMIENTO;CONDOMINIO NUESTRA SEÑORA DE LA PAZ;-6.794637;-79.863534;DESPEJADO;NO IDENTIFICA LA CAUSA;;;
A-2021-01-308;21/01/2021;16:30;ATROPELLO;MUERTE DEL PEATON;1;0;CARRETERA CENTRAL LA OROYA CERRO DE PASCO KM.81 200;-------------------;-10.9409313;-76.0498808;DESPEJADO;;;;
A-2021-01-322;16/01/2021;15:30;ATROPELLO;----;1;0;AV. GRAU CDRA. N°01 - MÁNCORA;"FRONTIS DE LA EMPRESA DE TRANSPORTES  ""EL DORADO""";-4.106487634;-81.0503375330624;SOLEADO;IMPRUDENCIA DEL PEATÓN;OTRO (IMPRUDENCIA DEL PEATÓN);INTENTO SUBIR AL VEHICULO EN MARCHA;POR DETERMINAR
A-2021-01-323;21/01/2021;17:30;ATROPELLO;--;1;0;INTERSECCIÓN CARRETERA PANAMERICANA NORTE Y CALLE SAN HILARION;FRENTE AL TERMINAL TERRESTRE SULLANA;-4.911118772;-80.69726784119618;SOLEADO;IMPRUDENCIA DEL PEATÓN;OTRO (IMPRUDENCIA DEL PEATÓN);INTENTO SUBIR AL VEHICULO EN MARCHA;POR DETERMINAR
A-2021-01-324;30/01/2021;09:20;DESPISTE;VOLCADURA;2;0;CARRETERA PIURA - PAITA;ALTURA DEL KM 55 ;-5.103051879;-81.06725659719011;DESPEJADO;NEGLIGENCIA DEL CONDUCTOR;CONDUCIR CON FALLAS DE NEUMÁTICOS;;POR DETERMINAR
A-2021-01-325;29/01/2021;20:30;ATROPELLO;-;1;0;KM. 1319 943;ENTRAGA A LA URB SATELITE ;-15.5359261;-70.1144705;DESPEJADO;NEGLIGENCIA DEL CONDUCTOR;OTRO (NEGLIGENCIA DEL CONDUCTOR);DESPLAZARSE A UNA VELOCIDAD EN ACELERACIÓN ;LA ACCION DE LA UT2 PEATON AL CRUZAR LA CALZADA EN CONFLICTO SIN HABER ELIMINADO LOS RIESGOS QUE REPRESENTA ES SU MOMENTO LA CORRIENTE VEHICULAR 
A-2021-01-329;27/01/2021;18:00;DESPISTE;MUERTE DEL CONDUCTOR;1;0;CARRETERA CENTRAL HUANCAYO LA OROYA KM.26 300;-----------;-11.4378895;-75.935218;LLUVIOSO;;;;
A-2021-01-331;19/01/2021;10:30;ATROPELLO;-;1;0;CARRETERA PANAMERICANA NORTE ANTIGUA KM. 115 100;CARRETERA MOCAPE;-5.798397;-79.835812;DESPEJADO;NO IDENTIFICA LA CAUSA;;;FALLECIDA- MENOR DE EDAD
A-2021-01-332;04/01/2021;21:30;CHOQUE;CON ALCANCE;1;1;CARRETERA PANAMERICANA SUR KM. 839;-;-16.60666613;-72.6996068528726;DESPEJADO;NO IDENTIFICA LA CAUSA;;;EN INVESTIGACION
A-2021-01-334;26/01/2021;07:00;ATROPELLO FUGA;-;1;0;ANTIGUA CARRETERA PANAMERICANA SUR KM. 229.500;(REF. EMPRESA MACHU PICHU);-13.706171;-76.151294;DESPEJADO;NO IDENTIFICA LA CAUSA;;;
A-2021-01-335;09/01/2021;06:20;CHOQUE;FRONTAL EXCÉNTRICO DERECHO;2;0;CARRETERA PANAMERICA SUR KM. 507 LOMA-CARAVELÍ;-;-15.296713;-74.915512;DESPEJADO;NO IDENTIFICA LA CAUSA;;;EN INVESTIGACION
A-2021-01-337;14/01/2021;00:40;DESPISTE;VOLCADURA;1;0;CARRETERA PANAMERICANA SUR KM 889;SECTOR PAMPA CHILENOS;-16.500643;-72.4077;DESPEJADO;NO IDENTIFICA LA CAUSA;;;EN INVESTIGACION
A-2021-01-338;18/01/2021;10:00;ATROPELLO;COMPRESIÓN Y APLASTAMIENTO;1;3;CALLE PRINCIPAL MISKY II;-;-15.97882;-73.174736;DESPEJADO;NO IDENTIFICA LA CAUSA;;;EN INVESTIGACION
A-2021-01-340;29/01/2021;08:20;DESPISTE;DESPISTE - VOLCADURA;2;0;CARRETERA CHACHAPOYAS - RODRIGUEZ DE MENDOZA ;A 10 MINUTOS ANTES DE LLEGAR A SAN NICOLAS;-6.340768229;-77.50705857466426;DESPEJADO;NO IDENTIFICA LA CAUSA;;;SE ENCUENTRE PENDIENTE EL RESULTADO DEL DOSAJE ETÍLICO, PERITAJE MECÁNICO Y EL INFORME TÉCNICO
A-2021-01-341;29/01/2021;07:00;ATROPELLO;;1;0;CARRETERA PANAMERICANA NORTE KM. 769 702;-;-6.876218;-79.816787;DESPEJADO;NO IDENTIFICA LA CAUSA;;;
A-2021-01-342;30/01/2021;17:50;CHOQUE;CHOQUE CON ENGANCHE Y ARRASTRE;1;1;CARRETERA BAGUA - EL REPOSO KM 9   30;SECTOR LA CHIVERA;-5.669654;-78.58634;DESPEJADO;NO IDENTIFICA LA CAUSA;;;SE ENCUENTRA PENDIENTE EL PERITAJE DE DAÑO, RESULTADO DE LA PERICIA DE DOSAJE ETÍLICO Y EL INFORME TÉCNICO
A-2021-01-344;19/01/2021;20:30;ATROPELLO;VOLTEO Y PREYECCIÓN;1;0;CARRETERA PANAMERICA SUR KM. 618.2;-;-15.848355;-74.258278;DESPEJADO;NO IDENTIFICA LA CAUSA;;;EN INVESTIGACION
A-2021-01-345;31/01/2021;02:50;CHOQUE;DESPISTE;1;4;CARRETERA PANAMERICA SUR KM. 658.8;-;-16.033304;-73.999519;DESPEJADO;NO IDENTIFICA LA CAUSA;;;EN INVESTIGACIÓN
A-2021-01-349;29/01/2021;20:58;DESPISTE;VOLCADURA EN TONEL IZQUIERDO;1;2;KM 1283 810;COMUNIDAD DE KAQUINGORA;-15.2802355;-70.2564289;DESPEJADO;IMPRUDENCIA DEL CONDUCTOR;EXCESO DE VELOCIDAD;;LA CONFIGURACION VIAL EN LA ZONA DE CONFLICTO, AL NO CONTAR CON UN GUARDA VIAS (BIONDA METALICA), EL CUAL AGRAVO LA SECUENCIA DEL EVENTO DE TRANSITO DE LA UT 1
A-2021-01-35;08/01/2021;05:20;CHOQUE;VOLCADURA;1;0;CARRETERA PANAMERICANA SUR KILOMETRO 309;FRENTE A LA URBANIZACION ESMERALDA ;-14.11280352;-75.71768884490805;DESPEJADO;IMPRUDENCIA DEL CONDUCTOR;EXCESO DE VELOCIDAD;;
A-2021-01-356;30/01/2021;00:10;ATROPELLO FUGA;FATAL;1;0;AV. CAJAMARQUILLA;ATURA DEL INMUEBLE MZ A LT1;-11.987377;-76.897774;DESPEJADO;NO IDENTIFICA LA CAUSA;;;EL PEATON CRUZABA LA CALZADA DE LA AV. CAJAMARQUILLA Y FUE IMPACTADO POR UNA ANUDAD VEHICULAR QUE SE DIO A LA FUGA, COMO CONSECUENCIA DE ELLOS SUFRIO LESIONES GRAVES QUE LEPRODUJERONSU DECESOEN ELL LUGAR DEL HECHO
A-2021-01-36;02/01/2021;21:45;ATROPELLO;;1;0;AV. JOSÉ PARDO;"FRENTE AL COMPLEJO TURÍSTICO ""EL MIRADOR""";-9.103893283;-78.5542565472423;DESPEJADO;IMPRUDENCIA DEL PEATÓN;ESTADO DE EBRIEDAD Y/O DROGADICCIÓN;;ACCIDENTE DE TRÁNSITO - ATROPELLO POR VOLTEO 
A-2021-01-362;23/01/2021;08:31;CHOQUE;----------------------------;1;1; VIA LIBERTADORES KM 262  494;OCCOLLO;-13.341398;-74.538772;DESPEJADO;IMPRUDENCIA DEL CONDUCTOR;INVASIÓN DE CARRIL;;NINGUNA
A-2021-01-37;04/01/2021;07:20;CHOQUE;;1;1;CARRETERA PANAMERICANA NORTE INTERSECCIÓN CON LA CARRETERA PENETRACIÓN CASMA _ HUARAZ;PUENTE CARRIZALES;-9.484566853;-78.27405272080628;DESPEJADO;IMPRUDENCIA DEL CONDUCTOR;GIRAR IMPRUDENTEMENTE;;ACCIDENTE CHOQUE FRONTAL
A-2021-01-376;31/01/2021;15:30;CHOQUE;CONSECUENCIA FATAL;1;0;ALTURA KM 74   660;CAMPANILLA;-6.51496;-76.70329;DESPEJADO;IMPRUDENCIA DEL CONDUCTOR;EXCESO DE VELOCIDAD;;NINGUNA
A-2021-01-377;17/01/2021;05:30;VOLCADURA;EN TONEL 1/1 ;1;0;CARRETERA PENETRACION HUAURA - SAYAN ;ALTURA DEL KM. 10.600 ;-11.08156359;-77.48472744108078;DESPEJADO;NO IDENTIFICA LA CAUSA;;;SE INVESTIGA 
A-2021-01-378;30/01/2021;23:00;DESPISTE;VOLCADURA;1;1;CARRETERA PIMENTEL SAN JOSE;KM. 07 400;-6.8247686;-79.9362024;DESPEJADO;NO IDENTIFICA LA CAUSA;;;
A-2021-01-38;01/01/2021;06:00;ATROPELLO FUGA;-;2;0;SECTOR LAS PALMERAS ;REF ENTRADA DE CHINILLO SPORT;-8.414865;-78.754544;DESPEJADO;NO IDENTIFICA LA CAUSA;;;CONSTANCIA DEL CASO - ESTADO ARCHIVO,FPMC VIRU FISCAL RECALDE JAVE CARLOS FREDY
A-2021-01-380;14/01/2021;13:30;CHOQUE;CHOQUE POR EMBISTE;1;0;AV EL PEDREGAL INTERSECCIÓN CON LA CALLE 70;RESTAURANT EL CARAJITO;-16.35446509;-72.18903239920719;DESPEJADO;IMPRUDENCIA DEL CONDUCTOR;OTRO (IMPRUDENCIA DEL CONDUCTOR);VELOCIDAD NO ADECUADA;EL ACCIDENTE OCURRIO EN CIRCUNSTANCIAS QUE EL CONDUCTOR SE APROXIMABA A LA INTERSECCIÓN
A-2021-01-381;26/01/2021;06:50;ATROPELLO;-;1;0;JR. ALHELI ALT CALLE HENRY AREDONDO;-;-12.018966;-77.053367;DESPEJADO;NO IDENTIFICA LA CAUSA;;;
A-2021-01-39;01/01/2021;07:00;CHOQUE;-;1;0;CARRETERA PANAMERICANA NORTE ALTURA DEL KM.522 - VIRU;-;-8.432617;-78.772242;DESPEJADO;IMPRUDENCIA DEL CONDUCTOR;GIRAR IMPRUDENTEMENTE;;
A-2021-01-390;15/01/2021;17:00;VOLCADURA;-;1;0;CARRETERA NUEVA DE MICHIVILCA 09KM 90;C.P DE MICHIVILCA;-10.43104458;-76.47718197112216;LLUVIOSO;NEGLIGENCIA DEL CONDUCTOR;OTRO (NEGLIGENCIA DEL CONDUCTOR);FALTA DE EMPERICIA;
A-2021-01-391;30/01/2021;21:10;CHOQUE;POR ALCANCE;1;1;AV. ELMER FAUCETT ;ALTURA DEL PARADERO MONARK;-12.03327661;-77.10028573127246;DESPEJADO;IMPRUDENCIA DEL CONDUCTOR;CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN;;CONDUCTOR EN ESTADO DE EBRIEDAD 
A-2021-01-392;16/01/2021;19:45;ATROPELLO;;1;1;AV. VENEZUELA CDRA. 07 ;FRONTIS DE LA EMPRESA COGORNO (LIMA-CALLAO);-12.06469107;-77.11554660204865;DESPEJADO;NO IDENTIFICA LA CAUSA;;;NIGUNA
A-2021-01-40;03/01/2021;09:30;CHOQUE;-;1;1;CARRETERA PANAMERICANA NORTE ALTURA DEL KM. 598;-;-7.84524;-79.150883;DESPEJADO;IMPRUDENCIA DEL CONDUCTOR;GIRAR IMPRUDENTEMENTE;;
A-2021-01-403;19/01/2021;10:31;DESPISTE;DESPISTE Y VOLCADURA;1;0;CARRETERA QUINCEMIL - MASUCO;KILOMETRO 238;-13.18525637;-70.42503835104611;DESPEJADO;IMPRUDENCIA DEL CONDUCTOR;EXCESO DE VELOCIDAD;;
A-2021-01-405;10/01/2021;20:30;CHOQUE;CHOQUE FRONTAL, VOLCADURA, CAÍDA DE CONDUCTOR CON SUBSECUENTE MUERTE, SEGUIDO DE LESIONES PERSONALES Y DAÑOS MATERIALES;1;1;CARRETERA CENTRAL HUÁNUCO - TINGO MARÍA KM. 2.500;INMEDIACIONES DEL CLUB LAW TENNIS;-9.913026;-76.23101;DESPEJADO;IMPRUDENCIA DEL CONDUCTOR;ADELANTAR INDEBIDAMENTE;;
A-2021-01-406;27/01/2021;10:30;VOLCADURA;VOLCADURA Y CHOQUE CON CONSECUENCIA FATAL;1;0;CARRETERA RANCHO - PANAO KM 07;YARUMAYO;-9.833197;-76.065763;DESPEJADO;IMPRUDENCIA DEL CONDUCTOR;INVASIÓN DE CARRIL;;S/O
